county,city,zip,street,price,br,lsqft,bsqft,year,date
Alameda County,Pleasanton,94566,3062 West Ruby Hill Drive,3890000,6,39634,9327,2003,2006-10-01
Alameda County,Pleasanton,94566,3070 Bersano Court,2325000,4,23349,4810,2001,2007-07-15
Alameda County,Pleasanton,94566,3183 Conti Court,2825000,4,27956,5799,2001,2005-02-06
Alameda County,Pleasanton,94566,3301 East Ruby Hill Drive,2020000,5,21059,6234,2000,2008-08-24
Alameda County,Pleasanton,94566,3317 East Ruby Hill Drive,2145000,5,20717,5684,2000,2007-09-02
Alameda County,Pleasanton,94566,3349 East Ruby Hill Drive,2000000,5,24935,6114,2000,2007-12-02
Alameda County,Pleasanton,94566,3365 East Ruby Hill Drive,3900000,5,27739,9087,2002,2004-10-17
Alameda County,Pleasanton,94566,3413 East Ruby Hill Drive,2312500,5,24974,6388,2001,2004-07-25
Alameda County,Pleasanton,94566,3413 East Ruby Hill Drive,2325000,5,24974,6388,2001,2008-08-31
Alameda County,Pleasanton,94566,3532 Ovella Way \#10,1555000,4,8899,4339,2001,2007-10-14
Alameda County,Pleasanton,94566,3540 Mercato Court,2575000,NA,23707,6056,2002,2006-09-03
Alameda County,Pleasanton,94566,3552 Mercato Court,1925000,4,23785,5397,2001,2003-12-07
Alameda County,Pleasanton,94566,3552 Mercato Court,2250000,4,23785,5397,2001,2008-10-12
Alameda County,Pleasanton,94566,3588 Ovella Way \#6,1480000,4,7801,3989,2001,2007-05-27
Alameda County,Pleasanton,94566,3602 Ovella Way \#5,1285000,3,8115,4339,2002,2004-02-01
Alameda County,Pleasanton,94566,3602 Ovella Way \#5,1600000,4,8115,4339,2002,2008-03-30
Alameda County,Pleasanton,94566,3619 East Ruby Hill Drive,1629000,5,8237,4465,2002,2004-05-09
Alameda County,Pleasanton,94566,3619 East Ruby Hill Drive,1750000,5,8237,4465,2002,2008-06-22
Alameda County,Pleasanton,94566,3637 Pontina Court,2125000,4,22857,4672,2000,2006-10-01
Alameda County,Pleasanton,94566,3642 Pontina Court,1470000,4,20824,NA,2001,2003-06-08
Alameda County,Pleasanton,94566,3642 Pontina Court,1900000,4,20824,3780,2001,2006-03-12
Alameda County,Pleasanton,94566,3651 East Ruby Hill Drive,3000000,5,36846,6701,2001,2003-08-24
Alameda County,Pleasanton,94566,3703 Raboli Street,1825000,4,8432,4462,2001,2004-09-12
Alameda County,Pleasanton,94566,3720 Raboli Street,2150000,5,19650,5059,2001,2008-09-07
Alameda County,Pleasanton,94566,3720 Raboli Street,2150000,5,19650,5059,2001,2008-09-14
Alameda County,Pleasanton,94566,3720 Raboli Street,2300000,5,19650,5059,2001,2006-08-13
Alameda County,Pleasanton,94566,3721 Selvante Street,1630000,5,23516,4393,2002,2004-07-11
Alameda County,Pleasanton,94566,3739 Raboli Street,2250000,4,25125,5764,2002,2005-05-29
Alameda County,Pleasanton,94566,3860 Antonini Way,2850000,5,21793,7463,2003,2007-07-29
Alameda County,Pleasanton,94566,3863 Antonini Way,2175000,4,22460,6066,2002,2006-07-16
Alameda County,Pleasanton,94566,4228 West Ruby Hill Drive,2840000,4,34292,6116,2006,2007-12-30
Alameda County,Pleasanton,94566,4244 Brindisi Place,2012500,5,22564,5254,2002,2007-07-15
Alameda County,Pleasanton,94566,4252 West Ruby Hill Drive,2499000,5,30100,5442,2006,2006-10-08
Alameda County,Pleasanton,94566,4304 West Ruby Hill Drive,2300000,5,22651,5254,2000,2006-06-25
Alameda County,Pleasanton,94566,430 Linden Way,1175000,4,11250,1995,2001,2006-06-04
Alameda County,Pleasanton,94566,430 Linden Way,799000,4,11250,NA,2001,2003-06-29
Alameda County,Pleasanton,94566,4328 West Ruby Hill Drive,2000000,5,32549,5254,2002,2006-05-14
Alameda County,Pleasanton,94566,4340 West Ruby Hill Drive,1750000,5,28247,3660,2000,2008-08-10
Alameda County,Pleasanton,94566,4340 West Ruby Hill Drive,1750000,5,28247,3660,2000,2008-10-12
Alameda County,Pleasanton,94566,4343 Campinia Place,1531000,5,24488,3969,2000,2008-07-20
Alameda County,Pleasanton,94566,4353 West Ruby Hill Drive,1870000,6,23506,4291,2000,2006-04-23
Alameda County,Pleasanton,94566,4355 Campinia Place,1685000,5,26257,3480,2000,2006-11-05
Alameda County,Pleasanton,94566,456 Bunker Lane,1638000,4,30804,3606,2000,2008-02-17
Alameda County,Pleasanton,94566,512 Bunker Lane,1685000,4,24767,3990,2000,2006-07-23
Alameda County,Pleasanton,94566,5511 Calico Lane,1388000,4,11064,3089,2001,2005-10-23
Alameda County,Pleasanton,94566,5664 Ellis Court,1435000,4,15063,3201,2005,2008-11-16
Alameda County,Pleasanton,94566,5670 Sunset Creek Court,1648000,4,18009,4287,2005,2008-08-24
Alameda County,Pleasanton,94566,5716 Dakin Court,2145000,5,23717,4297,2005,2006-04-23
Alameda County,Pleasanton,94566,5731 Dakin Court,1900000,5,15343,4021,2005,2006-07-16
Alameda County,Pleasanton,94566,5731 Dimas Court,1920000,5,16638,4021,2005,2007-05-27
Alameda County,Pleasanton,94566,5746 Hanifen Way,1700000,4,20680,4975,2005,2007-01-14
Alameda County,Pleasanton,94566,5753 Hidden Creek Court,2400000,5,23405,4055,2002,2006-01-08
Alameda County,Pleasanton,94566,5759 Hidden Creek Court,1768000,4,15003,4434,2000,2008-03-16
Alameda County,Pleasanton,94566,5759 Hidden Creek Court,1768000,4,15003,4434,2000,2008-04-06
Alameda County,Pleasanton,94566,576 Sycamore Creek Way,1700000,4,14844,4434,2000,2007-09-16
Alameda County,Pleasanton,94566,5773 Hidden Creek Court,1595000,6,15004,4455,2002,2004-09-26
Alameda County,Pleasanton,94566,5786 Shadow Ridge Court,1875000,6,17000,4455,2000,2006-07-30
Alameda County,Pleasanton,94566,5824 Sterling Greens Circle,1100000,5,5500,2901,2004,2007-06-03
Alameda County,Pleasanton,94566,5915 Sterling Greens Circle,1100000,NA,6952,2532,2003,2005-03-27
Alameda County,Pleasanton,94566,5933 Sterling Greens Circle,930000,3,5972,2401,2003,2007-10-07
Alameda County,Pleasanton,94566,5939 Sterling Greens Circle,1200000,5,5709,2901,2003,2005-09-18
Alameda County,Pleasanton,94566,5942 Sterling Greens Circle,950000,3,5000,2401,2003,2006-07-16
Alameda County,Pleasanton,94566,5993 Sterling Greens Circle,228000,3,2758,1346,2003,2007-12-16
Alameda County,Pleasanton,94566,637 Norante Court,2121000,5,19982,5765,2001,2006-02-19
Alameda County,Pleasanton,94566,6615 Riddell Street,1178000,5,11911,NA,2001,2003-05-18
Alameda County,Pleasanton,94566,7138 West Woodbury Court,1425000,5,12240,3989,2004,2008-07-27
Alameda County,Pleasanton,94566,7182 Moss Tree Way,1375000,5,6671,3429,2003,2006-08-20
Alameda County,Pleasanton,94566,7218 Moss Tree Way,1550000,5,13455,4792,2004,2008-03-02
Alameda County,Pleasanton,94566,7218 Moss Tree Way,1550000,5,13455,4792,2004,2008-03-09
Alameda County,Pleasanton,94566,7233 Hickorywood Lane,1300000,5,7065,3429,2004,2008-01-13
Alameda County,Pleasanton,94566,7251 Beaumont Court,1850000,6,16648,5096,2004,2007-07-29
Alameda County,Pleasanton,94566,7277 Huntswood Court,1550000,6,13773,5096,2003,2008-10-05
Alameda County,Pleasanton,94566,7294 Hickorywood Lane,1219000,5,6414,3265,2004,2007-11-18
Alameda County,Pleasanton,94566,7294 Hickorywood Lane,1219000,5,6414,3265,2004,2007-12-09
Alameda County,Pleasanton,94566,732 Summit Creek Lane,2075000,4,15924,4434,2000,2006-07-30
Alameda County,Pleasanton,94566,735 Donata Court,2695000,5,29397,6807,2003,2004-09-12
Alameda County,Pleasanton,94566,795 Sunny Brook Way,1480000,5,11158,4055,2002,2004-08-15
Alameda County,Pleasanton,94566,795 Sunny Brook Way,1600000,5,11158,4055,2002,2007-04-29
Alameda County,Pleasanton,94566,802 Gray Fox Circle,2600000,5,47929,5388,2002,2004-10-17
Alameda County,Pleasanton,94566,831 Bricco Court,3528000,6,25280,9521,2003,2007-04-22
Alameda County,Pleasanton,94566,832 Bricco Court,3007000,5,31241,6636,2003,2007-09-16
Alameda County,Pleasanton,94566,839 Summit Creek Lane,1670000,4,16099,3230,2000,2006-04-23
Alameda County,Pleasanton,94566,869 Sunny Brook Way,1715000,4,11067,3445,2000,2007-04-15
Alameda County,Pleasanton,94566,884 Bonita Avenue,810000,3,7500,2347,2001,2006-09-17
Alameda County,Pleasanton,94566,891 Sunny Brook Way,1610000,4,11018,3445,2000,2006-11-12
Alameda County,Pleasanton,94566,918 Laguna Creek Lane,1700000,5,13833,5329,2005,2007-04-22
Alameda County,Pleasanton,94566,924 Mingoia Street,1297500,4,10631,3671,2007,2007-08-26
Alameda County,Pleasanton,94566,954 Laguna Creek Lane,1649000,6,14318,5095,2006,2007-08-19
Alameda County,Pleasanton,94568,6379 Sussex Court,650000,3,2263,1791,2002,2006-04-23
Alameda County,Pleasanton,94588,1325 Stone Canyon Court,1500000,4,11218,3900,2006,2008-01-20
Alameda County,Pleasanton,94588,1325 Stone Canyon Court,1500000,4,11218,3900,2006,2008-02-10
Alameda County,Pleasanton,94588,1358 Briones Court,1500000,4,10853,4205,2005,2007-04-29
Alameda County,Pleasanton,94588,1363 Briones Court,1530000,4,10829,3900,2005,2008-05-18
Alameda County,Pleasanton,94588,1363 Briones Court,1530000,4,10829,3900,2005,2008-05-25
Alameda County,Pleasanton,94588,1369 Briones Court,1530000,4,9200,4205,2005,2008-08-10
Alameda County,Pleasanton,94588,1441 Irongate Court,1575000,4,9941,4396,2007,2008-09-21
Alameda County,Pleasanton,94588,2653 Lotus Street,833000,4,2862,1974,2000,2006-07-09
Alameda County,Pleasanton,94588,2662 Chocolate Street,820000,4,2862,1974,2000,2006-08-13
Alameda County,Pleasanton,94588,2665 Lotus Street,735000,4,2738,2014,2000,2008-05-04
Alameda County,Pleasanton,94588,2719 Curry Street,818000,3,2738,1915,2000,2006-07-09
Alameda County,Pleasanton,94588,2723 Chocolate Street,790000,3,2928,1820,2000,2006-02-26
Alameda County,Pleasanton,94588,2756 Curry Street,775000,3,2862,1820,2000,2007-07-15
Alameda County,Pleasanton,94588,2765 Chocolate Street,855000,4,2793,2014,2000,2006-07-16
Alameda County,Pleasanton,94588,2770 Curry Street,807000,3,2738,2013,2003,2005-04-10
Alameda County,Pleasanton,94588,2784 Curry Street,810000,4,3282,1974,2003,2008-04-27
Alameda County,Pleasanton,94588,2789 Curry Street,576000,4,2862,1990,2002,2003-11-02
Alameda County,Pleasanton,94588,2789 Curry Street,576000,4,2862,1990,2002,2003-11-23
Alameda County,Pleasanton,94588,2789 Curry Street,800000,4,2862,1990,2002,2007-08-19
Alameda County,Pleasanton,94588,2796 Chocolate Street,725000,4,3762,2034,2002,2004-06-27
Alameda County,Pleasanton,94588,2803 Curry Street,707500,3,2990,1916,2003,2008-08-10
Alameda County,Pleasanton,94588,2919 Chocolate Street,815000,3,2984,1921,2003,2006-05-21
Alameda County,Pleasanton,94588,3357 Sagewood Court,1448000,4,9951,4205,2006,2008-10-26
Alameda County,Pleasanton,94588,3590 Fieldview Court,1517500,4,16156,4391,2005,2008-07-06
Alameda County,Pleasanton,94588,3983 Branding Iron Court,796000,4,3577,1984,2006,2006-08-20
Alameda County,Pleasanton,94588,5553 Serenity Terrace,2095000,4,36472,5359,2000,2006-07-30
Alameda County,Pleasanton,94588,8015 Oak Creek Drive,1400000,5,12837,3650,2005,2007-12-23
Alameda County,Pleasanton,94588,8052 Horizons Court,2875000,4,35075,5031,2001,2007-09-30
Alameda County,Pleasanton,94588,8093 Bethel Lane,1600000,4,53971,4381,2001,2004-02-22
Alameda County,Pleasanton,94588,9132 Olson Court,2175000,6,26582,5123,2000,2008-02-17
Alameda County,San Leandro,94577,110 Accolade Drive,500000,4,1925,1768,2003,2008-10-19
Alameda County,San Leandro,94577,110 Accolade Drive,695000,4,1925,1768,2003,2005-10-23
Alameda County,San Leandro,94577,113 Accolade Drive,455000,4,1869,1627,2000,2008-10-12
Alameda County,San Leandro,94577,116 Accolade Drive,596000,4,1869,1627,2003,2007-09-16
Alameda County,San Leandro,94577,1181 Alder Creek Circle,505000,3,4744,1773,2003,2008-09-21
Alameda County,San Leandro,94577,1181 Alder Creek Circle,730000,3,4744,1773,2003,2006-04-30
Alameda County,San Leandro,94577,1185 Alder Creek Circle,700000,4,4478,2197,2002,2005-03-20
Alameda County,San Leandro,94577,1189 Alder Creek Circle,640000,3,3159,1773,2002,2006-12-31
Alameda County,San Leandro,94577,1191 Alder Creek Circle,620000,4,2977,2026,2002,2004-12-12
Alameda County,San Leandro,94577,1193 Alder Creek Circle,679000,3,3709,1567,2002,2005-07-03
Alameda County,San Leandro,94577,1200 Alder Creek Circle \#120,600000,3,3153,1773,2002,2005-01-23
Alameda County,San Leandro,94577,1202 Alder Creek Circle,705000,4,3515,2026,2002,2006-05-14
Alameda County,San Leandro,94577,1206 Alder Creek Circle,550000,3,3001,1567,2002,2004-10-31
Alameda County,San Leandro,94577,120 Accolade Drive,597000,3,2280,1599,2003,2007-08-12
Alameda County,San Leandro,94577,1218 Alder Creek Circle,640000,3,3000,1567,2002,2007-01-07
Alameda County,San Leandro,94577,121 Accolade Drive,470000,4,1956,1768,2000,2008-10-26
Alameda County,San Leandro,94577,121 Accolade Drive,690000,4,1956,1768,2000,2006-08-06
Alameda County,San Leandro,94577,1228 Alder Creek Circle,470000,3,2826,1773,2002,2008-06-22
Alameda County,San Leandro,94577,1228 Alder Creek Circle,523000,3,2826,1773,2002,2004-02-08
Alameda County,San Leandro,94577,1231 Alder Creek Circle,688000,4,3588,1972,2002,2005-06-19
Alameda County,San Leandro,94577,1237 Alder Creek Circle,568000,4,3432,2197,2002,2004-01-11
Alameda County,San Leandro,94577,1240 Alder Creek Circle,625000,4,2826,2026,2002,2005-01-16
Alameda County,San Leandro,94577,1243 Alder Creek Circle,710000,4,3588,1972,2003,2007-01-07
Alameda County,San Leandro,94577,124 Accolade Drive,493000,4,1925,1768,2003,2003-08-24
Alameda County,San Leandro,94577,1262 Alder Creek Circle,645000,3,3742,1567,2003,2007-04-08
Alameda County,San Leandro,94577,1265 Alder Creek Circle,630000,4,3606,1972,2003,2005-01-02
Alameda County,San Leandro,94577,1266 Alder Creek Circle,675000,4,3502,2026,2003,2007-08-05
Alameda County,San Leandro,94577,1268 Alder Creek Circle,548000,3,3889,1567,2003,2004-09-19
Alameda County,San Leandro,94577,1271 Alder Creek Circle,650000,4,3588,1972,2003,2005-01-16
Alameda County,San Leandro,94577,1276 Alder Creek Circle,692000,4,2803,2026,2002,2005-05-08
Alameda County,San Leandro,94577,1290 Alder Creek Circle,680000,3,3468,1567,2002,2006-03-12
Alameda County,San Leandro,94577,129 Accolade Drive,544000,4,2036,1627,2000,2008-01-27
Alameda County,San Leandro,94577,181 Napoleon Court,615000,3,2629,1599,2000,2006-10-22
Alameda County,San Leandro,94577,1863 Washington Avenue,540000,4,2700,1813,2003,2008-06-01
Alameda County,San Leandro,94577,1863 Washington Avenue,540000,4,2700,1813,2003,2008-06-08
Alameda County,San Leandro,94577,205 Accolade Drive,414000,3,2840,1599,2000,2008-10-19
Alameda County,San Leandro,94577,205 Accolade Drive,635000,3,2840,1599,2000,2006-11-19
Alameda County,San Leandro,94577,229 Accolade Drive,587000,3,1649,1460,2000,2006-02-19
Alameda County,San Leandro,94577,243 Accolade Drive,590000,3,3013,1599,2000,2006-10-22
Alameda County,San Leandro,94577,249 Accolade Drive,538000,4,2639,1627,2002,2004-06-13
Alameda County,San Leandro,94577,251 Accolade Drive,679000,3,5506,1599,2001,2006-03-12
Alameda County,San Leandro,94577,253 Accolade Drive,655000,4,1931,1627,2002,2006-01-01
Alameda County,San Leandro,94577,255 Accolade Drive,520000,4,1925,1627,2002,2004-05-30
Alameda County,San Leandro,94577,257 Accolade Drive,519000,4,1950,1627,2002,2004-07-11
Alameda County,San Leandro,94577,257 Accolade Drive,650000,4,1950,1627,2002,2005-10-30
Alameda County,San Leandro,94577,259 Accolade Drive,420000,4,1894,1627,2002,2008-07-20
Alameda County,San Leandro,94577,2655 West Avenue 130th,480000,4,NA,3227,2001,2005-12-25
Alameda County,San Leandro,94577,301 Accolade Drive,540000,4,2837,1768,2002,2004-06-27
Alameda County,San Leandro,94577,308 Accolade Drive,568000,4,3426,1627,2002,2004-11-07
Alameda County,San Leandro,94577,308 Accolade Drive,655000,4,3426,1627,2002,2006-11-05
Alameda County,San Leandro,94577,311 Accolade Drive,565000,4,1998,1768,2002,2004-09-12
Alameda County,San Leandro,94577,312 Accolade Drive,540000,3,2280,1599,2002,2004-08-29
Alameda County,San Leandro,94577,315 Accolade Drive,645000,3,2313,1599,2002,2005-12-11
Alameda County,San Leandro,94577,317 Accolade Drive,669000,4,1894,1627,2002,2006-06-25
Alameda County,San Leandro,94577,321 Accolade Drive,570000,3,2313,1599,2002,2004-12-26
Alameda County,San Leandro,94577,322 Accolade Drive,552000,3,2280,1599,2002,2004-09-19
Alameda County,San Leandro,94577,323 Accolade Drive,520000,4,1998,1768,2002,2008-05-18
Alameda County,San Leandro,94577,323 Accolade Drive,520000,4,1998,1768,2002,2008-05-25
Alameda County,San Leandro,94577,323 Accolade Drive,547000,4,1998,1768,2002,2004-08-15
Alameda County,San Leandro,94577,324 Accolade Drive,648000,4,1869,1627,2002,2006-11-26
Alameda County,San Leandro,94577,325 Accolade Drive,646000,4,1998,1768,2002,2006-10-22
Alameda County,San Leandro,94577,326 Accolade Drive,620000,4,1869,1627,2002,2006-12-31
Alameda County,San Leandro,94577,327 Accolade Drive,540000,3,2313,1599,2002,2004-10-10
Alameda County,San Leandro,94577,331 Accolade Drive,600000,4,1894,1627,2002,2005-05-15
Alameda County,San Leandro,94577,333 Accolade Drive,622000,3,2313,1599,2002,2006-09-03
Alameda County,San Leandro,94577,3401 Monogram Street,645000,3,3440,1577,2000,2006-10-29
Alameda County,San Leandro,94577,3421 Monogram Street,663000,3,3408,1577,2000,2006-06-11
Alameda County,San Leandro,94577,3423 Monogram Street,670000,3,3028,2014,2000,2006-04-30
Alameda County,San Leandro,94577,342 Accolade Drive,580000,4,1869,1627,2002,2005-02-06
Alameda County,San Leandro,94577,3437 Monogram Street,525000,3,3112,1769,2000,2008-08-31
Alameda County,San Leandro,94577,3445 Chaplet Street,525000,4,3498,1974,2000,2008-11-16
Alameda County,San Leandro,94577,344 Accolade Drive,617000,3,2280,1599,2002,2005-07-10
Alameda County,San Leandro,94577,3457 Monogram Road,680000,3,3295,2014,2000,2006-05-21
Alameda County,San Leandro,94577,346 Accolade Drive,630000,3,1649,1460,2003,2006-05-28
Alameda County,San Leandro,94577,348 Accolade Drive,645000,4,1920,1768,2002,2007-06-10
Alameda County,San Leandro,94577,349 Hollister Court,769000,3,8324,1664,2001,2006-04-23
Alameda County,San Leandro,94577,350 Accolade Drive,501000,4,2268,1768,2003,2003-09-21
Alameda County,San Leandro,94577,350 Accolade Drive,710000,4,2268,1768,2003,2005-10-30
Alameda County,San Leandro,94577,351 Accolade Drive,445000,3,1649,1460,2002,2004-01-25
Alameda County,San Leandro,94577,352 Accolade Drive,479000,3,2280,1599,2002,2008-07-20
Alameda County,San Leandro,94577,352 Accolade Drive,650000,3,2280,1599,2002,2005-08-14
Alameda County,San Leandro,94577,358 Accolade Drive,480000,3,2277,1599,2002,2008-09-07
Alameda County,San Leandro,94577,358 Accolade Drive,480000,3,2277,1599,2002,2008-09-14
Alameda County,San Leandro,94577,358 Accolade Drive,629000,3,2277,1599,2002,2006-11-12
Alameda County,San Leandro,94577,359 Napoleon Drive,709000,4,4366,2207,2002,2005-01-09
Alameda County,San Leandro,94577,359 Napoleon Drive,780000,4,4366,2207,2002,2005-10-09
Alameda County,San Leandro,94577,361 Accolade Drive,627000,3,1649,1460,2003,2005-08-14
Alameda County,San Leandro,94577,362 Accolade Drive,640000,4,2334,1768,2003,2007-05-20
Alameda County,San Leandro,94577,379 Alvarado Street,660000,3,3093,1599,2000,2006-04-09
Alameda County,San Leandro,94577,381 Alvarado Street,705000,4,3190,1768,2003,2005-10-23
Alameda County,San Leandro,94577,382 Alvarado Street,790000,5,3500,2412,2002,2005-06-26
Alameda County,San Leandro,94577,388 Alvarado Street,708000,5,3500,2412,2002,2005-01-09
Alameda County,San Leandro,94577,392 Alvarado Street,795000,5,3500,2412,2002,2006-05-14
Alameda County,San Leandro,94577,396 Alvarado Street,660000,5,3500,2412,2002,2004-07-18
Alameda County,San Leandro,94577,402 Alvarado Street,705000,4,3500,2207,2002,2005-03-06
Alameda County,San Leandro,94577,422 Alvarado Street,710000,4,3500,2207,2002,2004-10-31
Alameda County,San Leandro,94577,425 Alvarado Street,647000,3,1626,1460,2002,2005-10-02
Alameda County,San Leandro,94577,429 Alvarado Street,641500,4,1869,1627,2003,2006-10-22
Alameda County,San Leandro,94577,432 Alvarado Street,715500,3,4224,1946,2002,2006-06-11
Alameda County,San Leandro,94577,433 Alvarado Street \#100,600000,4,4393,1768,2003,2004-12-12
Alameda County,San Leandro,94577,433 Alvarado Street,640000,4,4393,1768,2003,2007-09-30
Alameda County,San Leandro,94577,438 Alvarado Street,785000,4,3689,2207,2002,2005-12-11
Alameda County,San Leandro,94577,440 Teola Court,565000,4,4420,2207,2003,2003-10-12
Alameda County,San Leandro,94577,441 Alvarado Street,269500,3,2447,1212,2002,2008-06-15
Alameda County,San Leandro,94577,442 Alvarado Street,818000,5,3500,2412,2002,2006-11-26
Alameda County,San Leandro,94577,446 Alvarado Street,780000,5,3500,2412,2002,2005-03-13
Alameda County,San Leandro,94577,468 Alvarado Street,710000,3,3681,1946,2002,2005-08-28
Alameda County,San Leandro,94577,471 Alvarado Street,699000,3,4107,1946,2002,2005-07-31
Alameda County,San Leandro,94577,472 Alvarado Street,737000,5,4517,2412,2002,2004-11-14
Alameda County,San Leandro,94577,480 Alvarado Street,564500,3,3847,1946,2003,2004-01-04
Alameda County,San Leandro,94577,480 Alvarado Street,705000,3,3847,1946,2003,2007-07-01
Alameda County,San Leandro,94577,491 West Juana Avenue,345000,2,7500,1116,2002,2003-12-21
Alameda County,San Leandro,94577,512 Monogram Road,614000,4,4025,2124,2000,2007-12-23
Alameda County,San Leandro,94577,519 Monogram Road,670000,4,3436,2124,2000,2007-07-22
Alameda County,San Leandro,94577,592 Alvarado Street,820000,4,5027,2646,2004,2007-05-06
Alameda County,San Leandro,94577,598 Alvarado Street,658000,4,5432,2646,2003,2004-05-02
Alameda County,San Leandro,94577,598 Alvarado Street,798000,4,5432,2646,2003,2004-12-05
Alameda County,San Leandro,94577,598 Alvarado Street,798000,4,5432,2646,2003,2005-02-13
Alameda County,San Leandro,94577,600 Alvarado Street,835000,6,5087,2806,2003,2004-11-21
Alameda County,San Leandro,94577,699 Biltmore Street,818000,5,4314,2524,2004,2006-06-25
Alameda County,San Leandro,94577,700 Biltmore Street,900000,6,4000,2814,2003,2007-09-09
Alameda County,San Leandro,94577,705 Matoza Lane,555000,4,3539,2207,2002,2008-08-10
Alameda County,San Leandro,94577,705 Matoza Lane,770000,4,3539,2207,2002,2006-03-05
Alameda County,San Leandro,94577,706 Biltmore Street,900000,6,4000,2814,2004,2006-03-05
Alameda County,San Leandro,94577,706 Tivoli Street,895000,6,4000,2814,2004,2007-02-18
Alameda County,San Leandro,94577,706 Tivoli Street,895000,6,4000,2814,2004,2007-02-25
Alameda County,San Leandro,94577,707 Tivoli Street,900000,6,4000,2814,2004,2006-02-05
Alameda County,San Leandro,94577,713 Buriat Street,583000,5,3500,2525,2003,2003-12-07
Alameda County,San Leandro,94577,713 Matoza Lane,710000,5,3500,2412,2002,2004-10-17
Alameda County,San Leandro,94577,715 Matoza Lane,769000,4,3500,2207,2002,2006-06-04
Alameda County,San Leandro,94577,716 Matoza Lane,545000,4,4980,2206,2000,2008-09-07
Alameda County,San Leandro,94577,716 Matoza Lane,545000,4,4980,2206,2000,2008-09-14
Alameda County,San Leandro,94577,718 Buriat Street,586000,5,3518,2525,2003,2004-01-11
Alameda County,San Leandro,94577,718 Matoza Lane,630000,5,3500,2412,2001,2004-05-02
Alameda County,San Leandro,94577,719 Callaway Street,900000,6,4000,2806,2004,2006-08-13
Alameda County,San Leandro,94577,719 Jubilee Lane,810000,5,4070,2412,2002,2005-06-12
Alameda County,San Leandro,94577,722 Buriat Street,644000,5,5029,2525,2003,2003-10-05
Alameda County,San Leandro,94577,723 Jubilee Lane,815000,5,5020,2412,2002,2005-07-17
Alameda County,San Leandro,94577,727 Bloom Street,260000,3,2100,1211,2003,2004-06-27
Alameda County,San Leandro,94577,728 Callaway Street,920000,6,5221,2806,2004,2006-10-22
Alameda County,San Leandro,94577,728 Matoza Lane,810000,5,3500,2412,2002,2005-11-27
Alameda County,San Leandro,94577,730 Matoza Lane,830000,5,3500,2412,2001,2007-08-19
Alameda County,San Leandro,94577,747 Matoza Lane,765000,4,3500,2207,2002,2005-05-15
Alameda County,San Leandro,94577,747 Matoza Lane,775000,4,3500,2207,2002,2006-05-21
Alameda County,San Leandro,94578,1194 Cherrybrooke Commons,470000,3,2599,1958,2005,2008-11-16
Alameda County,San Leandro,94578,1421 165th Avenue \#A,877000,8,6750,3394,2001,2007-08-05
Alameda County,San Leandro,94578,15916 Mateo Street,598000,3,3700,1523,2003,2006-01-08
Alameda County,San Leandro,94578,16085 Maubert Avenue,435000,4,2850,1708,2005,2008-11-09
Alameda County,San Leandro,94578,16100 Marcella Street,620000,3,2624,1423,2004,2006-05-14
Alameda County,San Leandro,94578,1626 Renaissance Lane,605000,4,2430,1708,2004,2007-07-08
Alameda County,San Leandro,94578,16475 Liberty Street,330000,2,1016,1290,2007,2008-10-26
Alameda County,San Leandro,94578,16485 Liberty Street,360000,3,1309,1400,2007,2008-11-16
Alameda County,San Leandro,94578,16495 Liberty Street,345000,2,1008,1290,2007,2008-10-19
Alameda County,San Leandro,94578,1665 Renaissance Lane,640000,3,2300,1294,2004,2007-03-04
Alameda County,San Leandro,94578,1665 Renaissance Lane,640000,3,2300,1294,2004,2007-03-18
Alameda County,San Leandro,94578,16703 Rolando Avenue,838000,4,NA,2691,2002,2005-10-23
Alameda County,San Leandro,94578,1716 Liberty Pointe Way,350000,2,1329,1227,2007,2008-08-31
Alameda County,San Leandro,94578,1720 Liberty Pointe Way,345000,2,1373,1227,2007,2008-08-24
Alameda County,San Leandro,94578,1923 Lomita Drive,860000,4,5000,2184,2004,2007-01-28
Alameda County,San Leandro,94578,587 Jasmine Way,409000,3,2477,1317,2007,2008-07-20
Alameda County,San Leandro,94578,593 Jasmine Way,409000,3,2477,1317,2007,2008-08-03
Alameda County,San Leandro,94578,595 Jasmine Way,405000,3,2477,1317,2007,2008-07-20
Alameda County,San Leandro,94578,603 Heather Glenn Lane,449000,4,1649,1667,2007,2008-07-27
Alameda County,San Leandro,94578,605 Heather Glenn Lane,460500,4,1320,1667,2007,2008-11-02
Alameda County,San Leandro,94578,607 Heather Glenn Lane,459000,4,1320,1667,2007,2008-08-24
Alameda County,San Leandro,94578,610 Heather Glenn Lane,399000,3,1824,1317,2007,2008-11-02
Alameda County,San Leandro,94578,612 Heather Glenn Lane,389000,3,2169,1317,2007,2008-07-20
Alameda County,San Leandro,94578,660 Tierney Way,474000,4,2645,1817,2007,2008-07-20
Alameda County,San Leandro,94578,662 Tierney Way,469000,4,1900,1817,2007,2008-07-27
Alameda County,San Leandro,94578,668 Tierney Way,469000,4,1900,1817,2007,2008-08-03
Alameda County,San Leandro,94579,15490 Dowicher Court,485000,4,NA,1544,2000,2008-06-29
Alameda County,San Leandro,94579,15582 Baypoint Avenue,784000,4,3510,2551,2000,2006-09-17
Alameda County,San Leandro,94579,15598 Baypoint Avenue,789000,3,4300,2225,2000,2006-07-16
